OBJECTID,CIVIC_ADDR,STREET_NM,WARD,DISTRICT,LATITUDE,LONGITUDE
1134,537 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4428524140001,-80.561037587
1135,623 CARDIFF ST,CARDIFF ST,1,Westvale,43.440634011,-80.5597741129999
1136,167 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.4455314200001,-80.561185646
1137,169 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.4456388310001,-80.561024167
1138,171 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.445809916,-80.561010596
1139,146 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.4459069960001,-80.562240099
1140,148 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.4457986370001,-80.5621543619999
1141,150 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.4456719940001,-80.562019333
1142,164 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.44587568,-80.5617269269999
1143,166 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.445965087,-80.5615655729999
1144,168 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.4460453040001,-80.561354866
1145,170 THORNBERRY LANE,THORNBERRY LANE,1,Westvale,43.44595438,-80.5611207329999
1146,580 BEAVER CREEK RD 164,BEAVER CREEK RD,3,Rural West,43.484004199,-80.5848036519999
1147,774 COLUMBIA FOREST BLVD,COLUMBIA FOREST BLVD,2,Columbia Hills,43.462535641,-80.591011625
1148,704 COLUMBIA FOREST BLVD,COLUMBIA FOREST BLVD,2,Columbia Hills,43.4636409980001,-80.588204347
1149,681 COLUMBIA FOREST BLVD,COLUMBIA FOREST BLVD,2,Columbia Hills,43.463533958,-80.5872091049999
1150,692 BUTTERNUT AVE,BUTTERNUT AVE,2,Columbia Hills,43.4661276530001,-80.58696223
1151,631 SALZBURG DR,SALZBURG DR,2,Columbia Hills,43.4615713420001,-80.584218381
1152,635 SALZBURG DR,SALZBURG DR,2,Columbia Hills,43.4617853940001,-80.584349795
1153,637 SALZBURG DR,SALZBURG DR,2,Columbia Hills,43.461905938,-80.58439393
1154,620 MUNICH CIR,MUNICH CIR,2,Columbia Hills,43.461326678,-80.5845056909999
1155,580 BEAVER CREEK RD 165,BEAVER CREEK RD,3,Rural West,43.483851858,-80.584670847
1156,431 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.5057557980001,-80.502188872
1157,439 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.505360195,-80.501909581
1158,441 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.5050800660001,-80.5019702719999
1159,443 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.5050002610001,-80.5020880769999
1160,449 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.504715289,-80.502421822
1161,453 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.504466366,-80.5025979169999
1162,457 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.504262199,-80.502754222
1163,459 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.504131961,-80.502849552
1164,463 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.503923446,-80.50310374
1165,465 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.5038338260001,-80.5032424029999
1166,467 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.5037634770001,-80.50336062
1167,625 CARDIFF ST,CARDIFF ST,1,Westvale,43.4406157710001,-80.559923725
1168,627 CARDIFF ST,CARDIFF ST,1,Westvale,43.4406009790001,-80.560103478
1169,535 APPLEDALE CRES,APPLEDALE CRES,1,Westvale,43.446820899,-80.554076874
1170,533 APPLEDALE CRES,APPLEDALE CRES,1,Westvale,43.4468845910001,-80.554249441
1171,293 LONGFELLOW DR,LONGFELLOW DR,6,Beechwood,43.4648177070001,-80.5464654739999
1172,455 CABOT TRAIL,CABOT TRAIL,4,Eastbridge,43.504364669,-80.502671737
1173,152 TENNYSON PL,TENNYSON PL,6,Beechwood,43.46540294,-80.5464610989999
1174,156 TENNYSON PL,TENNYSON PL,6,Beechwood,43.4657544140001,-80.5465325769999
1175,89 ROOSEVELT AVE,ROOSEVELT AVE,6,Beechwood,43.4490607660001,-80.546644982
1176,93 ROOSEVELT AVE,ROOSEVELT AVE,6,Beechwood,43.4487537150001,-80.546424804
1177,70 NORWOOD CRES,NORWOOD CRES,6,Beechwood,43.4504292830001,-80.5466100959999
1178,164 HERRON PL,HERRON PL,1,Westvale,43.4423612680001,-80.546783765
1179,440 BELGREEN WAY,BELGREEN WAY,6,Beechwood,43.4455129570001,-80.5466220549999
1180,460 BELGREEN WAY,BELGREEN WAY,6,Beechwood,43.446205917,-80.5465180319999
1181,175 WOODVILLE PL,WOODVILLE PL,3,Lakeshore,43.4905278460001,-80.547175968
1182,152 HERRON PL,HERRON PL,1,Westvale,43.442926077,-80.54653132
1183,154 HERRON PL,HERRON PL,1,Westvale,43.4428088000001,-80.546470447
1184,156 HERRON PL,HERRON PL,1,Westvale,43.4427211220001,-80.546494641
1185,339 NORTHLAKE DR 10,NORTHLAKE DR,3,Lakeshore North,43.501377016,-80.5544194669999
1186,339 NORTHLAKE DR 8,NORTHLAKE DR,3,Lakeshore North,43.501355851,-80.554518838
1187,339 NORTHLAKE DR 7,NORTHLAKE DR,3,Lakeshore North,43.5013010500001,-80.554390294
1188,339 NORTHLAKE DR 5,NORTHLAKE DR,3,Lakeshore North,43.5012945410001,-80.5544913969999
1189,339 NORTHLAKE DR 4,NORTHLAKE DR,3,Lakeshore North,43.5013704460001,-80.554501622
1190,339 NORTHLAKE DR 3,NORTHLAKE DR,3,Lakeshore North,43.50130153,-80.554391655
1191,339 NORTHLAKE DR 2,NORTHLAKE DR,3,Lakeshore North,43.5013904730001,-80.554432
1192,401 ERB ST W 304,ERB ST W,6,Beechwood,43.4529157540001,-80.551259231
1193,552 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.465381644,-80.5781753479999
1194,520 ERBSVILLE RD,ERBSVILLE RD,2,Laurelwood,43.4697950120001,-80.5909144779999
1195,158 HERRON PL,HERRON PL,1,Westvale,43.442613339,-80.5465571949999
1196,160 HERRON PL,HERRON PL,1,Westvale,43.44251447,-80.546619786
1197,162 HERRON PL,HERRON PL,1,Westvale,43.4424419800001,-80.546705719
1198,437 ASHBY CRT,ASHBY CRT,1,Westvale,43.4434547700001,-80.546547445
1199,0 CONSERVATION DR,CONSERVATION DR,2,Rural West,43.4801557120001,-80.6190220559999
1200,580 BEAVER CREEK RD 161,BEAVER CREEK RD,3,Rural West,43.4843417480001,-80.585070597
1201,593 THORNDALE DR,THORNDALE DR,1,Westvale,43.442596044,-80.562099917
1202,672 ZERMATT DR,ZERMATT DR,2,Clair Hills,43.4585396210001,-80.5778958769999
1203,664 ZERMATT DR,ZERMATT DR,2,Clair Hills,43.4586750400001,-80.578048434
1204,580 BEAVER CREEK RD 162,BEAVER CREEK RD,3,Rural West,43.484242856,-80.584988785
1205,580 BEAVER CREEK RD 163,BEAVER CREEK RD,3,Rural West,43.4841178730001,-80.584899369
1206,510B REDFOX RD,REDFOX RD,4,Lincoln,43.497078693,-80.51945683
1207,506A REDFOX RD,REDFOX RD,4,Lincoln,43.497127999,-80.51912915
1208,500A REDFOX RD,REDFOX RD,4,Lincoln,43.497284037,-80.518472307
1209,113A MARSHALL ST,MARSHALL ST,5,Willowdale,43.474912203,-80.5169001469999
1210,621 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4414437610001,-80.56063213
1211,619 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4415229140001,-80.5607787
1212,617 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4416321840001,-80.5608902
1213,615 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.441710362,-80.5610166009999
1214,566 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4915484200001,-80.5462814059999
1215,488B REDFOX RD,REDFOX RD,4,Lincoln,43.4970667320001,-80.516811064
1216,568 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.491710551,-80.546280192
1217,572 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4920251360001,-80.5461541289999
1218,574 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.492169017,-80.546091148
1219,191 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4405363110001,-80.5586244099999
1220,485 PARKSIDE DR,PARKSIDE DR,3,Lakeshore,43.4887499820001,-80.546162743
1221,36 AMOS AVE,AMOS AVE,6,Beechwood,43.45709004,-80.5465571729999
1222,48 HELENE CRES,HELENE CRES,6,Beechwood,43.4580026560001,-80.546314498
1223,585 THORNDALE DR,THORNDALE DR,1,Westvale,43.4427364960001,-80.5617741469999
1224,531 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4430710770001,-80.5612932069999
1225,568 CHANCERY PL,CHANCERY PL,2,Beechwood West,43.4653874250001,-80.579622932
1226,558 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.465383795,-80.578734463
1227,556 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.46537375,-80.578525357
1228,539 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4427006780001,-80.560955635
1229,559 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4425028420001,-80.5612477879999
1230,561 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4423882890001,-80.561260944
1231,563 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.442299377,-80.561129019
1232,562 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4422274620001,-80.56096884
1233,583 THORNDALE DR,THORNDALE DR,1,Westvale,43.4428277480001,-80.56164774
1234,560 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4422221080001,-80.560839874
1235,558 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.442260936,-80.5607070249999
1236,556 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.4423136300001,-80.560573967
1237,397 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4638402140001,-80.579343238
1238,395 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4636553920001,-80.5792458459999
1239,391 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4637001420001,-80.578594799
1240,387 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4638114700001,-80.5781991429999
1241,385 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4638713300001,-80.5780282819999
1242,383 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4639261780001,-80.57787072
1243,611 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.441837546,-80.561105353
1244,624 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.440893605,-80.560816979
1245,550 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.490412932,-80.5460301589999
1246,552 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4905629570001,-80.5460415809999
1247,554 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4907010520001,-80.5460403389999
1248,556 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4908272220001,-80.546051737
1249,558 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4909713540001,-80.546075437
1250,562 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.491260202,-80.5462464399999
1251,564 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4914044340001,-80.5462948209999
1252,579 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4433763970001,-80.56280892
1253,581 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.443294306,-80.5627185129999
1254,583 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4432014160001,-80.56262808
1255,585 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.443115033,-80.562520892
1256,587 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.443017286,-80.562432739
1257,589 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.442927368,-80.5622491519999
1258,597 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4423603000001,-80.5618969989999
1259,599 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4423109150001,-80.561813086
1260,601 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.442213909,-80.561683457
1261,605 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.442060928,-80.561487996
1262,607 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4419827250001,-80.56137841
1263,326 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.4928950790001,-80.4911044739999
1264,324 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.4928279530001,-80.491033798
1265,322 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.492757856,-80.490943111
1266,325 ERB ST W,ERB ST W,6,Beechwood,43.4553898400001,-80.5441380359999
1267,67 MOORE AVE S,MOORE AVE S,7,Central,43.465631015,-80.514292366
1268,648 HEATHCLIFFE PL,HEATHCLIFFE PL,1,Westvale,43.4411735410001,-80.561862257
1269,644 HEATHCLIFFE PL,HEATHCLIFFE PL,1,Westvale,43.440982568,-80.561619492
1270,642 HEATHCLIFFE PL,HEATHCLIFFE PL,1,Westvale,43.4408676130001,-80.561504563
1271,640 HEATHCLIFFE PL,HEATHCLIFFE PL,1,Westvale,43.4407410800001,-80.561397671
1272,625 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4412202130001,-80.560441569
1273,623 WESTFIELD DR,WESTFIELD DR,1,Westvale,43.4413508970001,-80.560549755
1274,626 CARDIFF ST,CARDIFF ST,1,Westvale,43.4409761210001,-80.5603624299999
1275,622 CARDIFF ST,CARDIFF ST,1,Westvale,43.4410122040001,-80.559960084
1276,620 CARDIFF ST,CARDIFF ST,1,Westvale,43.4410336340001,-80.559796993
1277,618 CARDIFF ST,CARDIFF ST,1,Westvale,43.441061507,-80.559601351
1278,614 CARDIFF ST,CARDIFF ST,1,Westvale,43.4410922100001,-80.5592753619999
1279,610 CARDIFF ST,CARDIFF ST,1,Westvale,43.4411640340001,-80.5588040769999
1280,609 CARDIFF ST,CARDIFF ST,1,Westvale,43.4407831250001,-80.558754064
1281,611 CARDIFF ST,CARDIFF ST,1,Westvale,43.4407707890001,-80.558940725
1282,533 SILVERMEADOW PL,SILVERMEADOW PL,1,Westvale,43.442977554,-80.561226523
1283,321 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.492369248,-80.491412644
1284,323 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.4924440350001,-80.4915051469999
1285,325 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.4925435710001,-80.491615128
1286,327 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.4926119560001,-80.491685423
1287,329 PASTERN TRAIL,PASTERN TRAIL,5,Lexington,43.4927080840001,-80.491777994
1288,616 CARDIFF ST,CARDIFF ST,1,Westvale,43.4410788500001,-80.559429324
1289,816 COLUMBIA FOREST CRT,COLUMBIA FOREST CRT,2,Columbia Hills,43.461668338,-80.592431927
1290,814 COLUMBIA FOREST CRT,COLUMBIA FOREST CRT,2,Columbia Hills,43.461802914,-80.592572441
1291,804 COLUMBIA FOREST CRT,COLUMBIA FOREST CRT,2,Columbia Hills,43.4620506620001,-80.591791456
1292,796 COLUMBIA FOREST BLVD,COLUMBIA FOREST BLVD,2,Columbia Hills,43.4620203490001,-80.591447511
1293,778 COLUMBIA FOREST BLVD,COLUMBIA FOREST BLVD,2,Columbia Hills,43.462413199,-80.591091937
1294,209 NORTHAMPTON CRES,NORTHAMPTON CRES,1,Westvale,43.4429928660001,-80.5550542939999
1295,400 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.4520987930001,-80.549295032
1296,207 NORTHAMPTON CRES,NORTHAMPTON CRES,1,Westvale,43.443112731,-80.555134325
1297,205 NORTHAMPTON CRES,NORTHAMPTON CRES,1,Westvale,43.443215278,-80.5551829949999
1298,583 NORTHAMPTON PL,NORTHAMPTON PL,1,Westvale,43.4430908200001,-80.5557972509999
1299,203 NORTHAMPTON CRES,NORTHAMPTON CRES,1,Westvale,43.4433497270001,-80.555239281
1300,617A PINEROW CRES,PINEROW CRES,1,Beechwood West,43.4487560640001,-80.567954146
1301,617B PINEROW CRES,PINEROW CRES,1,Beechwood West,43.4486754180001,-80.5680535719999
1302,627A PINEROW CRES,PINEROW CRES,1,Beechwood West,43.4483864110001,-80.5690972469999
1303,208 NORTHAMPTON CRES,NORTHAMPTON CRES,1,Westvale,43.4428106990001,-80.555552189
1304,211B AUBURN DR,AUBURN DR,5,Lexington,43.487860095,-80.487231288
1305,413 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.451348427,-80.550116332
1306,415 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.451236448,-80.5503489119999
1307,419 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.450924533,-80.551179379
1308,421 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.450826427,-80.551414913
1309,0 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.4507730330001,-80.5515732709999
1310,356 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.452067017,-80.550370583
1311,215A AUBURN DR,AUBURN DR,5,Lexington,43.487903832,-80.487348087
1312,215B AUBURN DR,AUBURN DR,5,Lexington,43.487956809,-80.4874982589999
1313,217B AUBURN DR,AUBURN DR,5,Lexington,43.4880226060001,-80.4877169489999
1314,167 LYNNBROOK CRES,LYNNBROOK CRES,3,Lakeshore,43.491215234,-80.547962312
1315,562 THORNDALE DR,THORNDALE DR,1,Westvale,43.4438641830001,-80.560655375
1316,558 THORNDALE DR,THORNDALE DR,1,Westvale,43.4439429720001,-80.560308746
1317,554 THORNDALE DR,THORNDALE DR,1,Westvale,43.4439706700001,-80.5599261039999
1318,559 THORNDALE DR,THORNDALE DR,1,Westvale,43.443450768,-80.5604165569999
1319,50 HELENE CRES,HELENE CRES,6,Beechwood,43.458102179,-80.5464170069999
1320,54 HELENE CRES,HELENE CRES,6,Beechwood,43.4582920410001,-80.546621377
1321,41 HELENE CRES,HELENE CRES,6,Beechwood,43.4574968570001,-80.546396558
1322,389 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.452466912,-80.548771711
1323,463 BELGREEN WAY,BELGREEN WAY,6,Beechwood,43.44666576,-80.5466751979999
1324,339 NORTHLAKE DR 11,NORTHLAKE DR,3,Lakeshore North,43.5013125740001,-80.554400024
1325,160B WEBER ST N,WEBER ST N,5,Willowdale,43.474151921,-80.516149508
1326,506B REDFOX RD,REDFOX RD,4,Lincoln,43.4971693540001,-80.519029787
1327,508B REDFOX RD,REDFOX RD,4,Lincoln,43.4971039050001,-80.5192648889999
1328,700 STAR FLOWER AVE,STAR FLOWER AVE,2,Columbia Hills,43.4652973560001,-80.5874783199999
1329,711 STAR FLOWER AVE,STAR FLOWER AVE,2,Columbia Hills,43.465360698,-80.5881670809999
1330,554 ROCK POINT CRES,ROCK POINT CRES,3,Conservation Meadows,43.4942580630001,-80.577236333
1331,555 ROCK POINT CRES,ROCK POINT CRES,3,Conservation Meadows,43.4939678060001,-80.577783672
1332,355 CULPEPPER PL,CULPEPPER PL,6,Beechwood,43.453580061,-80.5464239999999
1333,369 CULPEPPER PL,CULPEPPER PL,6,Beechwood,43.453373367,-80.5462895859999
1334,57 ROOSEVELT AVE,ROOSEVELT AVE,6,Beechwood,43.4511850150001,-80.546443733
1335,401 ERB ST W 203,ERB ST W,6,Beechwood,43.452925695,-80.551245502
1336,401 ERB ST W 201,ERB ST W,6,Beechwood,43.452935686,-80.551245428
1337,401 ERB ST W 103,ERB ST W,6,Beechwood,43.4529056010001,-80.551218133
1338,591 THORNDALE DR,THORNDALE DR,1,Westvale,43.4426764950001,-80.56192743
1339,430A LEE AVE,LEE AVE,5,Lincoln,43.4965390470001,-80.506054149
1340,428B LEE AVE,LEE AVE,5,Lincoln,43.496475612,-80.505998774
1341,223G HARVARD PL,HARVARD PL,5,Willowdale,43.483448987,-80.504504321
1342,202 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.440270502,-80.557841232
1343,519 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649441660001,-80.574687642
1344,208 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4400202190001,-80.5580935149999
1345,385 WESTRIDGE DR,WESTRIDGE DR,6,Beechwood,43.452734939,-80.549027974
1346,570 CHANCERY PL,CHANCERY PL,2,Beechwood West,43.465388687,-80.579820276
1347,294 HIAWATHA DR,HIAWATHA DR,6,Beechwood,43.4625513780001,-80.548754816
1348,34 AMOS AVE,AMOS AVE,6,Beechwood,43.4570109420001,-80.546474394
1349,292 HIAWATHA DR,HIAWATHA DR,6,Beechwood,43.4625082170001,-80.548516411
1350,290 HIAWATHA DR,HIAWATHA DR,6,Beechwood,43.4624208060001,-80.548312889
1351,193 MOHAWK AVE,MOHAWK AVE,6,Beechwood,43.464439686,-80.548808762
1352,197 MOHAWK AVE,MOHAWK AVE,6,Beechwood,43.464539835,-80.5490924219999
1353,256 SHAKESPEARE DR,SHAKESPEARE DR,6,Beechwood,43.4634576550001,-80.548639008
1354,258 SHAKESPEARE DR,SHAKESPEARE DR,6,Beechwood,43.463458825,-80.5489356269999
1355,210 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4399853720001,-80.5581847619999
1356,212 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4399520950001,-80.558287203
1357,214 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4398993940001,-80.5584179109999
1358,216 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4398573920001,-80.558544056
1359,218 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4398185960001,-80.558662335
1360,206 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.44009336,-80.5579650019999
1361,220 THORNBIRD PL,THORNBIRD PL,1,Westvale,43.4398010040001,-80.558792682
1362,401 ERB ST W 102,ERB ST W,6,Beechwood,43.452905548,-80.551204473
1363,100 RANDALL DR,RANDALL DR,3,Conestoga,43.503316553,-80.547834898
1364,553 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4902819980001,-80.5464975949999
1365,167 CEDARBRAE AVE,CEDARBRAE AVE,3,Lakeshore,43.4898193070001,-80.5463693
1366,95 MCDOUGALL RD,MCDOUGALL RD,6,Beechwood,43.462090075,-80.5466341759999
1367,242 SHAKESPEARE DR,SHAKESPEARE DR,6,Beechwood,43.463296459,-80.5466004909999
1368,622B PINEROW CRES,PINEROW CRES,1,Beechwood West,43.448972644,-80.56875953
1369,611A PINEROW CRES,PINEROW CRES,1,Beechwood West,43.4491078140001,-80.5679122019999
1370,611B PINEROW CRES,PINEROW CRES,1,Beechwood West,43.4490110340001,-80.567863464
1371,615A PINEROW CRES,PINEROW CRES,1,Beechwood West,43.448935873,-80.5678663429999
1372,120 REGINA ST N,REGINA ST N,7,Central,43.4720570700001,-80.522128934
1373,57 PEPPLER ST,PEPPLER ST,7,Central,43.468617624,-80.520055282
1374,298 ALGONQUIN DR,ALGONQUIN DR,6,Beechwood,43.4643320340001,-80.546605089
1375,303 ALGONQUIN DR,ALGONQUIN DR,6,Beechwood,43.463756104,-80.54670827
1376,122 WOODBEND CRES,WOODBEND CRES,1,Beechwood West,43.4578276880001,-80.561956376
1377,516A REDFOX RD,REDFOX RD,4,Lincoln,43.4969279680001,-80.520201237
1378,101 CORNERBROOK CRES,CORNERBROOK CRES,3,Lakeshore North,43.491430365,-80.564990066
1379,209A AUBURN DR,AUBURN DR,5,Lexington,43.4877140190001,-80.4869380169999
1380,209B AUBURN DR,AUBURN DR,5,Lexington,43.487762522,-80.4870332629999
1381,211A AUBURN DR,AUBURN DR,5,Lexington,43.4878104970001,-80.487131871
1382,102 CORNERBROOK CRES,CORNERBROOK CRES,3,Lakeshore North,43.4917633910001,-80.565044073
1383,177 CEDARBRAE AVE,CEDARBRAE AVE,3,Lakeshore,43.489727633,-80.547020919
1384,924 ERB ST W,ERB ST W,2,Clair Hills,43.4440320580001,-80.578492061
1385,565 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.491201339,-80.546725682
1386,589 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.492796362,-80.54703531
1387,172 WOODVILLE PL,WOODVILLE PL,3,Lakeshore,43.491112247,-80.5469613129999
1388,381 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4639938720001,-80.577685192
1389,369 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4640645960001,-80.577497723
1390,402 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4646045960001,-80.579190437
1391,585 MOUNT ANNE DR,MOUNT ANNE DR,3,Lakeshore,43.4927235110001,-80.546825564
1392,398 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.46436204,-80.5789389079999
1393,396 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.464282256,-80.578810203
1394,388 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.464166101,-80.578633539
1395,386 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4643324310001,-80.578403436
1396,384 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.464394677,-80.5782434719999
1397,382 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4644655210001,-80.578071012
1398,378 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.464593839,-80.577737907
1399,376 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4646180460001,-80.577515723
1400,400 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.464467057,-80.5790740589999
1401,374 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4645613660001,-80.577306332
1402,370 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.464320501,-80.577050313
1403,368 CAVENDISH DR,CAVENDISH DR,2,Beechwood West,43.4641658690001,-80.576888191
1404,507 CLARIDGE PL,CLARIDGE PL,2,Beechwood West,43.464477957,-80.576685915
1405,509 CLARIDGE PL,CLARIDGE PL,2,Beechwood West,43.4646399640001,-80.576845944
1406,510 CLARIDGE PL,CLARIDGE PL,2,Beechwood West,43.4646018920001,-80.5760948339999
1407,512 CLARIDGE PL,CLARIDGE PL,2,Beechwood West,43.464800439,-80.5760815199999
1408,561 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649600290001,-80.579047294
1409,559 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.464968642,-80.57889321
1410,557 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649584160001,-80.57868288
1411,553 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.464970915,-80.578337227
1412,551 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649554420001,-80.57812051
1413,549 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.464954737,-80.577929384
1414,547 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649448440001,-80.5777375059999
1415,545 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649442350001,-80.5775725729999
1416,543 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649620100001,-80.577388454
1417,541 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649474820001,-80.577184167
1418,527 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4648331860001,-80.575663041
1419,539 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.4649686810001,-80.57700084
1420,525 CHANCERY LANE,CHANCERY LANE,2,Beechwood West,43.464822327,-80.57540481
